"NameOfStation";"Line";"Year";"Quarter";"IncomingPassengers";"OutgoingPassengers";"global_id";
"Станция метрополитена";"Линия";"Год";"Квартал";"Входы пассажиров";"Выходы пассажиров";"global_id";
"Охотный ряд";"Сокольническая линия";"2024";"II квартал";"4440331";"4387745";"2688522771";
"Библиотека имени Ленина";"Сокольническая линия";"2024";"II квартал";"0";"0";"2688522772";
"Кропоткинская";"Сокольническая линия";"2024";"II квартал";"2180551";"2267918";"2688522773";
"Парк культуры";"Сокольническая линия";"2024";"II квартал";"626044";"657465";"2688522774";
"Фрунзенская";"Сокольническая линия";"2024";"II квартал";"2516308";"2651134";"2688522775";
"Спортивная";"Сокольническая линия";"2024";"II квартал";"1954589";"2131318";"2688522777";
"Воробьёвы горы";"Сокольническая линия";"2024";"II квартал";"1270215";"1231973";"2688522778";
"Университет";"Сокольническая линия";"2024";"II квартал";"2791117";"2828353";"2688522779";
"Юго-Западная";"Сокольническая линия";"2024";"II квартал";"4647930";"4722433";"2688522780";
"Тропарёво";"Сокольническая линия";"2024";"II квартал";"1652031";"1630704";"2688522781";
"Румянцево";"Сокольническая линия";"2024";"II квартал";"1039221";"1043027";"2688522782";
"Саларьево";"Сокольническая линия";"2024";"II квартал";"3535070";"3299493";"2688522783";
"Филатов луг";"Сокольническая линия";"2024";"II квартал";"1908020";"1860963";"2688522784";
"Прокшино";"Сокольническая линия";"2024";"II квартал";"718889";"703848";"2688522785";
"Ольховая";"Сокольническая линия";"2024";"II квартал";"967329";"916437";"2688522786";
"Новомосковская";"Сокольническая линия";"2024";"II квартал";"1565935";"1540513";"2688522787";
"Деловой центр";"Солнцевская линия";"2024";"II квартал";"1508504";"1529149";"2688522788";
"Парк Победы";"Солнцевская линия";"2024";"II квартал";"407605";"410116";"2688522789";
"Минская";"Солнцевская линия";"2024";"II квартал";"815123";"821424";"2688522790";
"Ломоносовский проспект";"Солнцевская линия";"2024";"II квартал";"1267109";"1267749";"2688522791";
"Раменки";"Солнцевская линия";"2024";"II квартал";"1642030";"1625547";"2688522792";
"Мичуринский проспект";"Солнцевская линия";"2024";"II квартал";"233261";"238659";"2688522793";
"Озёрная";"Солнцевская линия";"2024";"II квартал";"1566861";"1546236";"2688522794";
"Говорово";"Солнцевская линия";"2024";"II квартал";"1050238";"1012268";"2688522795";
"Солнцево";"Солнцевская линия";"2024";"II квартал";"1761550";"1700986";"2688522796";
"Боровское шоссе";"Солнцевская линия";"2024";"II квартал";"469310";"441104";"2688522797";
"Новопеределкино";"Солнцевская линия";"2024";"II квартал";"1398027";"1330975";"2688522798";
"Рассказовка";"Солнцевская линия";"2024";"II квартал";"1590240";"1520557";"2688522799";
"Планерная";"Таганско-Краснопресненская линия";"2024";"II квартал";"3466266";"3343215";"2688522800";
"Сходненская";"Таганско-Краснопресненская линия";"2024";"II квартал";"4213566";"4134815";"2688522801";
"Тушинская";"Таганско-Краснопресненская линия";"2024";"II квартал";"3880686";"3723070";"2688522802";
"Спартак";"Таганско-Краснопресненская линия";"2024";"II квартал";"703566";"685997";"2688522803";
"Щукинская";"Таганско-Краснопресненская линия";"2024";"II квартал";"3673417";"3660006";"2688522804";
"Октябрьское поле";"Таганско-Краснопресненская линия";"2024";"II квартал";"3369475";"3422899";"2688522805";
"Полежаевская";"Таганско-Краснопресненская линия";"2024";"II квартал";"2408743";"2463606";"2688522806";
"Беговая";"Таганско-Краснопресненская линия";"2024";"II квартал";"2846899";"2875482";"2688522807";
"Улица 1905 года";"Таганско-Краснопресненская линия";"2024";"II квартал";"3773466";"3929149";"2688522808";
"Баррикадная";"Таганско-Краснопресненская линия";"2024";"II квартал";"2195892";"2246734";"2688522809";
"Пушкинская";"Таганско-Краснопресненская линия";"2024";"II квартал";"3838178";"4014501";"2688522810";
"Кузнецкий мост";"Таганско-Краснопресненская линия";"2024";"II квартал";"1865083";"1984582";"2688522811";
"Таганская";"Таганско-Краснопресненская линия";"2024";"II квартал";"1231515";"1268283";"2688522812";
